finance_id,employee_id,department,payroll_cost,overtime_cost,productivity_cost_ratio
1295,2295,HR,92540,14587.03,0.94
1296,2296,Sales,118169,14454.11,1.3
1297,2297,Finance,75965,6407.7,1.16
1298,2298,HR,139320,11254.29,0.78
1299,2299,Compliance,68983,8818.18,1.27
1300,2300,Sales,29441,3606.15,0.7
1301,2301,Compliance,118085,14059.43,1.14
1302,2302,Customer Support,36694,4326.96,0.94
1303,2303,Operations,36677,4117.15,1.2
1304,2304,Customer Support,145371,14647.23,1.02
1305,2305,HR,36602,6606.1,0.94
1306,2306,HR,27441,2372.01,0.94
1307,2307,Sales,39738,5754.46,1.11
1308,2308,HR,69251,5582.95,1.28
1309,2309,Technology,101809,14205.99,0.86
1310,2310,Compliance,111415,9693.14,1.28
1311,2311,Customer Support,74119,9299.81,0.93
1312,2312,Technology,65526,8027.58,1.27
1313,2313,Sales,53020,5277.46,1.18
1314,2314,Compliance,60966,11528.36,0.8
1315,2315,Sales,74951,9701.54,1.08
1316,2316,Customer Support,140071,20406.08,0.84
1317,2317,Technology,154301,29324.6,0.71
1318,2318,Compliance,151602,29132.48,1.09
1319,2319,Finance,76136,4762.79,0.74
1320,2320,Customer Support,59023,3327.33,1.16
1321,2321,Compliance,65919,6242.48,1.22
1322,2322,Finance,50881,6659.74,1.3
1323,2323,Customer Support,57967,7796.9,0.75
1324,2324,Customer Support,161361,24426.3,0.77
1325,2325,Compliance,108975,12255.03,1.27
1326,2326,Operations,163065,9242.42,0.88
1327,2327,Customer Support,102917,15117.91,0.95
1328,2328,HR,139743,9718.51,0.92
1329,2329,Technology,85042,7929.79,0.85
1330,2330,Sales,42753,3173.75,0.84
1331,2331,Compliance,131413,21587.35,1.07
1332,2332,Operations,25023,3439.46,0.87
1333,2333,Sales,41954,5746.45,1.17
1334,2334,Technology,90165,16513.27,0.75
1335,2335,Operations,26697,2587.32,0.9
1336,2336,Technology,64687,9527.17,0.93
1337,2337,HR,32029,6065.37,1.22
1338,2338,Finance,75510,6908.39,0.87
1339,2339,Customer Support,69088,12440.11,0.75
1340,2340,HR,39389,4039.7,0.73
1341,2341,Technology,30208,3115.74,1.01
1342,2342,Technology,111526,14458.12,1.05
1343,2343,Operations,27195,2289.45,0.85
1344,2344,Customer Support,129840,23547.18,1.08
1345,2345,Technology,127731,8075.43,1.09
1346,2346,Technology,85378,10396.03,0.88
1347,2347,Compliance,35990,5462.95,1.16
1348,2348,Customer Support,94322,7818.69,1.19
1349,2349,Sales,71355,6785.79,0.75
1350,2350,Technology,185749,20030.03,0.85
1351,2351,Compliance,138751,22890.8,0.98
1352,2352,Sales,92750,18309.82,1.2
1353,2353,Finance,86964,14504.56,0.7
1354,2354,HR,58713,9550.19,0.72
1355,2355,Compliance,37639,3441.11,1.14
1356,2356,Compliance,27517,3243.15,1.23
1357,2357,Customer Support,62578,3761.41,0.73
1358,2358,Finance,26019,5104.51,0.99
1359,2359,Compliance,68509,12727.3,1.07
1360,2360,HR,91629,11172.66,0.87
1361,2361,Operations,142035,24402.0,1.24
1362,2362,Technology,165433,15091.22,1.16
1363,2363,Sales,163875,15266.76,0.81
1364,2364,Compliance,74932,7860.66,1.03
1365,2365,Finance,110681,20179.77,1.29
1366,2366,Finance,43500,4015.57,1.1
1367,2367,Finance,113653,20341.01,1.3
1368,2368,Sales,107660,8191.98,1.26
1369,2369,HR,150512,9887.01,1.28
1370,2370,Technology,108208,12568.8,0.78
1371,2371,Compliance,171418,9960.86,1.14
1372,2372,Sales,94814,11522.78,0.95
1373,2373,Technology,58862,4743.3,1.13
1374,2374,Operations,79773,9802.76,0.86
1375,2375,HR,196290,16911.4,1.29
1376,2376,Compliance,104614,9908.49,0.98
1377,2377,Technology,41365,7274.32,0.86
1378,2378,Technology,104484,15814.08,1.24
1379,2379,HR,36464,3959.68,0.79
1380,2380,Compliance,39875,4266.17,0.71
1381,2381,Sales,36071,2914.61,1.19
1382,2382,Finance,30324,2725.97,0.96
1383,2383,Customer Support,37845,5856.02,1.0
1384,2384,Operations,119086,17816.45,0.83
1385,2385,Customer Support,158986,10022.56,1.13
1386,2386,Compliance,61162,4634.81,0.9
1387,2387,Finance,82955,5364.64,0.89
1388,2388,Finance,31318,2322.47,1.2
1389,2389,Compliance,70260,6392.42,1.09
1390,2390,Operations,109194,12722.93,0.87
1391,2391,HR,55642,9694.55,1.06
1392,2392,Finance,29434,2423.37,1.08
1393,2393,Compliance,83503,16070.88,0.88
1394,2394,Customer Support,197881,20308.02,1.26
1395,2395,HR,97768,7204.26,1.26
1396,2396,Sales,192713,14912.94,0.74
1397,2397,Operations,186379,25220.17,1.25
1398,2398,Technology,115217,11802.07,0.95
1399,2399,Technology,33494,3008.98,0.94
1400,2400,Sales,29264,2023.11,1.28
1401,2401,Finance,42806,5722.5,0.77
1402,2402,Technology,155730,19230.8,0.91
1403,2403,Compliance,102518,12461.09,1.26
1404,2404,Sales,28695,1763.21,0.96
1405,2405,Sales,190495,18774.52,1.3
1406,2406,Finance,104379,9323.13,1.01
1407,2407,Customer Support,59482,11100.24,0.79
1408,2408,Customer Support,37786,6916.8,0.92
1409,2409,Operations,67764,5658.82,1.26
1410,2410,Customer Support,129255,7300.42,0.75
1411,2411,Finance,41097,6157.34,0.83
1412,2412,Compliance,53955,6599.35,1.1
1413,2413,Finance,58656,9449.79,0.72
1414,2414,Finance,28008,1511.3,1.11
1415,2415,Technology,110384,10126.55,0.72
1416,2416,HR,59523,5167.05,1.14
1417,2417,Technology,173018,10591.88,0.89
1418,2418,Operations,39342,2990.3,0.98
1419,2419,Sales,137846,16250.75,0.93
1420,2420,Sales,143009,11800.23,1.29
1421,2421,Finance,48127,7428.73,1.19
1422,2422,Compliance,48468,9091.37,1.09
1423,2423,Finance,194968,11485.34,0.73
1424,2424,Customer Support,196789,35138.25,0.78
1425,2425,HR,27851,3216.5,1.18
1426,2426,Operations,36818,4116.13,0.95
1427,2427,Technology,31148,3899.61,0.78
1428,2428,Technology,34392,5771.73,1.24
1429,2429,HR,94033,4941.18,1.18
1430,2430,Compliance,101324,18318.67,1.17
1431,2431,Technology,55316,3329.66,1.06
1432,2432,Technology,76449,8480.28,0.87
1433,2433,Customer Support,106344,18830.07,0.99
1434,2434,Technology,113837,21139.15,0.89
1435,2435,Customer Support,66218,12443.66,1.21
1436,2436,Customer Support,50541,5713.17,1.21
1437,2437,Operations,60014,7905.21,0.99
1438,2438,Finance,155157,15333.93,0.88
1439,2439,Compliance,55971,4165.14,1.28
1440,2440,Finance,28675,4712.01,1.16
1441,2441,Sales,31528,2085.02,0.96
1442,2442,HR,149156,13989.77,1.14
1443,2443,HR,185410,27210.43,0.76
1444,2444,Finance,119485,17708.85,0.83
1445,2445,Technology,61263,9418.7,1.15
1446,2446,Compliance,70644,3730.12,1.14
1447,2447,Sales,153881,19239.58,1.1
1448,2448,Customer Support,102301,15782.87,0.74
1449,2449,Customer Support,162650,24423.09,1.1
1450,2450,Compliance,52009,7893.99,1.23
1451,2451,HR,80060,9259.45,1.27
1452,2452,HR,48487,6030.05,1.1
1453,2453,Operations,76317,10543.52,0.97
1454,2454,Compliance,154399,23483.95,0.73
1455,2455,Customer Support,45428,5128.02,0.71
1456,2456,HR,44728,6531.0,1.17
1457,2457,Technology,153078,9768.78,1.04
1458,2458,HR,54802,7200.16,0.92
1459,2459,Compliance,62694,4777.84,1.05
1460,2460,Operations,144842,19016.48,0.97
1461,2461,Technology,175905,13396.81,1.23
1462,2462,Finance,93246,9387.54,1.04
1463,2463,Sales,95146,15236.76,0.86
1464,2464,Sales,27704,5460.41,1.21
1465,2465,Customer Support,65929,8130.9,1.21
1466,2466,Customer Support,125437,12290.8,0.72
1467,2467,HR,75364,5390.51,0.94
1468,2468,Customer Support,106636,13872.55,0.93
1469,2469,Compliance,46572,5928.73,1.01
1470,2470,HR,57676,7229.31,1.24
1471,2471,Sales,32412,4664.44,0.89
1472,2472,HR,41859,2235.9,0.75
1473,2473,HR,133250,10702.57,0.99
1474,2474,Compliance,85452,5206.54,0.77
1475,2475,Finance,57990,6542.51,0.9
1476,2476,Compliance,78737,8926.99,0.93
1477,2477,Customer Support,27189,3717.83,0.82
1478,2478,Compliance,99410,15544.01,1.2
1479,2479,Technology,43368,3941.73,0.72
1480,2480,Finance,165444,15813.58,0.8
1481,2481,Sales,48047,2403.04,0.91
1482,2482,Compliance,49427,6331.23,1.2
1483,2483,Customer Support,126204,20158.08,0.8
1484,2484,HR,77676,5718.36,1.03
1485,2485,Technology,79044,9182.04,0.88
1486,2486,Technology,49236,7862.12,0.88
1487,2487,Finance,58330,4392.01,1.03
1488,2488,Finance,118169,19011.43,0.74
1489,2489,Operations,94491,12063.67,1.08
1490,2490,Customer Support,148942,20415.28,0.78
1491,2491,Compliance,34688,3970.37,0.88
1492,2492,Technology,98440,11907.0,1.04
1493,2493,Finance,90995,7659.01,0.82
1494,2494,Sales,100448,13706.77,0.96
1495,2495,Compliance,126793,18115.13,1.18
1496,2496,Operations,101013,13125.91,0.97
1497,2497,Finance,49394,3011.93,0.85
1498,2498,Finance,28713,3742.48,1.06
1499,2499,Customer Support,58039,10854.27,1.28
1500,2500,Compliance,34435,3562.17,0.92
1501,2501,Technology,164615,9815.08,0.91
1502,2502,Customer Support,60459,5411.83,1.21
1503,2503,HR,28137,2656.91,1.26
1504,2504,Operations,52980,6708.85,0.98
1505,2505,Customer Support,112517,6800.82,0.84
1506,2506,Customer Support,26236,3610.45,0.71
1507,2507,Finance,34577,3185.92,1.18
1508,2508,Customer Support,85873,7928.7,1.15
1509,2509,Compliance,61173,9099.84,0.75
1510,2510,Compliance,137204,26131.37,0.91
1511,2511,Finance,186440,17378.21,0.86
1512,2512,Operations,32944,1689.76,1.24
1513,2513,Operations,166573,17075.43,1.1
1514,2514,Technology,196849,32151.22,1.25
1515,2515,Finance,187304,25173.95,0.91
1516,2516,Finance,81544,10843.11,0.89
1517,2517,HR,111568,16691.95,0.88
1518,2518,Technology,52545,3341.31,1.3
1519,2519,HR,86386,16583.22,1.14
1520,2520,HR,68111,10869.58,0.89
1521,2521,Finance,165523,16049.56,1.02
1522,2522,Operations,79913,8712.9,1.0
1523,2523,Compliance,81613,5460.28,1.14
1524,2524,Technology,27149,2610.24,0.91
1525,2525,Operations,169930,29511.46,0.77
1526,2526,HR,87333,13795.83,0.83
1527,2527,Technology,66871,6424.1,0.87
1528,2528,Technology,83688,12903.14,1.05
1529,2529,Customer Support,174551,10135.76,0.79
1530,2530,HR,33928,5701.47,0.98
1531,2531,HR,29118,4634.53,0.8
1532,2532,Sales,144217,26096.83,0.89
1533,2533,Finance,111635,9872.33,1.11
1534,2534,Customer Support,27471,4742.27,0.82
1535,2535,Compliance,43490,5031.53,0.93
1536,2536,Compliance,60904,5806.54,1.03
1537,2537,Finance,40856,2635.13,1.26
1538,2538,HR,36702,4318.9,1.03
1539,2539,Customer Support,43418,6356.53,0.72
1540,2540,HR,84602,6456.61,1.2
1541,2541,HR,65470,3934.16,0.96
1542,2542,Sales,35874,4150.41,1.17
1543,2543,Customer Support,68770,6861.17,0.73
1544,2544,Sales,115895,21316.18,0.9
1545,2545,Technology,38043,7143.63,0.88
1546,2546,Operations,47855,7731.19,0.79
1547,2547,Sales,79261,8161.98,0.88
1548,2548,HR,119139,13211.8,1.14
1549,2549,Compliance,64465,7374.08,0.73
1550,2550,HR,39744,5667.23,1.04
1551,2551,Customer Support,81909,5216.16,1.2
1552,2552,Sales,187618,15401.44,1.0
1553,2553,Sales,86200,11751.48,0.85
1554,2554,Compliance,36266,4980.23,1.3
1555,2555,Customer Support,59980,11241.11,0.94
1556,2556,Operations,54777,5080.51,1.14
1557,2557,Technology,91304,12369.33,1.28
1558,2558,Sales,48900,6026.07,1.19
1559,2559,Operations,139880,21539.15,1.05
1560,2560,Finance,186664,29467.84,1.01
1561,2561,Sales,27321,2190.11,0.97
1562,2562,Finance,47686,7378.9,1.28
1563,2563,Sales,143204,13609.88,0.77
1564,2564,Sales,48034,7648.42,1.26
1565,2565,Operations,145904,7726.43,0.78
1566,2566,Sales,100746,5438.55,1.23
1567,2567,Finance,59562,4484.32,0.77
1568,2568,Sales,58547,8743.82,0.88
1569,2569,Finance,125487,24472.29,0.97
1570,2570,Technology,27973,1594.11,0.9
1571,2571,HR,166135,20482.02,1.25
1572,2572,Finance,88718,12143.33,0.94
1573,2573,Compliance,48758,3840.34,0.99
1574,2574,Customer Support,94095,9674.72,1.16
1575,2575,Finance,26984,5342.01,0.76
1576,2576,Finance,88223,13294.47,1.13
1577,2577,Sales,98576,15104.19,0.75
1578,2578,Finance,48563,6968.38,0.77
1579,2579,HR,138732,9188.06,0.83
1580,2580,HR,61424,8702.88,1.13
1581,2581,HR,68962,6899.42,0.84
1582,2582,Operations,81419,4076.31,1.1
1583,2583,Finance,33273,3533.28,0.9
1584,2584,Operations,192610,24008.84,1.03
1585,2585,Customer Support,56036,3822.75,0.95
1586,2586,Finance,90942,6518.98,1.03
1587,2587,Compliance,133825,10642.07,1.28
1588,2588,Finance,121729,19481.15,1.14
1589,2589,Finance,130414,11104.96,0.84
1590,2590,HR,93840,10286.77,1.25
1591,2591,Technology,138132,14257.24,1.07
1592,2592,Operations,173419,11830.41,1.17
1593,2593,Sales,27710,5326.18,1.12
1594,2594,Customer Support,26542,2551.78,0.95
1595,2595,Technology,33312,6085.41,1.08
1596,2596,Compliance,74355,9168.3,1.2
1597,2597,Sales,30240,5951.7,0.84
1598,2598,Finance,111049,8111.83,0.76
1599,2599,Finance,39392,4454.5,0.85
1600,2600,Operations,25001,3105.59,1.07
1601,2601,Finance,64854,8827.03,1.2
1602,2602,Finance,38195,6291.58,0.78
1603,2603,Sales,161560,26968.29,0.72
1604,2604,Technology,37171,5456.06,0.93
1605,2605,Sales,121182,21007.02,0.83
1606,2606,Compliance,147854,20196.58,0.81
1607,2607,Finance,197507,23800.76,0.98
1608,2608,Operations,60306,7251.13,0.89
1609,2609,Customer Support,137443,7264.65,0.9
1610,2610,Sales,136581,13374.18,1.02
1611,2611,Operations,28197,4448.08,1.16
1612,2612,Technology,29592,4006.61,0.93
1613,2613,Compliance,189312,34985.01,1.14
1614,2614,Compliance,91930,6881.84,1.14
1615,2615,HR,36243,5246.96,1.12
1616,2616,Operations,109816,6040.23,1.24
1617,2617,Technology,61439,7346.4,0.74
1618,2618,Compliance,27682,3284.45,0.81
1619,2619,HR,39948,4721.14,0.83
1620,2620,Sales,39270,2329.42,0.76
1621,2621,Finance,58146,3290.61,1.11
1622,2622,Technology,169940,9976.6,0.78
1623,2623,Sales,102876,10628.0,1.0
1624,2624,Finance,99481,17497.9,1.07
1625,2625,Sales,86326,8858.67,1.2
1626,2626,Sales,148424,12068.27,1.21
1627,2627,Finance,35881,3548.29,0.79
1628,2628,Sales,27053,5280.39,0.97
1629,2629,Compliance,98965,7022.3,1.23
1630,2630,Finance,45473,7238.77,1.1
1631,2631,Technology,57977,11056.4,1.23
1632,2632,Technology,185923,34467.29,1.06
1633,2633,Compliance,176589,20105.91,0.76
1634,2634,Operations,33698,2225.75,0.92
1635,2635,Customer Support,34705,4617.49,0.91
1636,2636,HR,153429,21641.63,0.89
1637,2637,HR,31962,4583.19,0.86
1638,2638,Sales,105959,19314.88,0.85
1639,2639,Compliance,40743,6497.56,1.09
1640,2640,Customer Support,100317,19259.89,1.18
1641,2641,Technology,27133,2116.3,1.16
1642,2642,Finance,82127,11931.15,1.13
1643,2643,Technology,49901,5967.79,0.92
1644,2644,Sales,87452,8308.39,0.89
1645,2645,Operations,166569,17835.45,0.86
1646,2646,Customer Support,154089,14384.01,1.15
1647,2647,Finance,26773,4980.58,0.92
1648,2648,Customer Support,115926,8697.52,0.99
1649,2649,HR,31964,1791.98,0.96
1650,2650,Operations,74982,12780.2,0.83
1651,2651,Technology,99118,9492.34,0.89
1652,2652,Customer Support,29487,4286.37,1.22
1653,2653,Finance,67758,9150.98,0.89
1654,2654,Technology,117782,8078.24,1.11
1655,2655,Technology,78920,9274.38,0.97
1656,2656,Operations,38363,3080.37,0.77
1657,2657,HR,112024,17817.41,1.04
1658,2658,Operations,28842,2214.35,1.01
1659,2659,Customer Support,67743,3518.2,0.73
1660,2660,Technology,65507,12667.25,0.9
1661,2661,Sales,65694,11232.31,0.72
1662,2662,Technology,84914,10194.09,0.87
1663,2663,Technology,38178,4069.26,0.88
1664,2664,HR,48426,9313.0,0.86
1665,2665,Sales,51513,5832.67,0.74
1666,2666,Customer Support,59985,9591.96,0.89
1667,2667,Compliance,34767,5937.95,1.07
1668,2668,Customer Support,164667,24770.56,1.09
1669,2669,Technology,32880,5045.13,0.83
1670,2670,Operations,173337,13242.48,0.93
1671,2671,Finance,130623,17288.3,1.18
1672,2672,Customer Support,77549,6902.04,0.77
1673,2673,Sales,117427,6016.72,0.84
1674,2674,Finance,28392,2149.84,0.74
1675,2675,Sales,81449,12539.79,1.26
1676,2676,HR,64150,12421.39,1.09
1677,2677,Compliance,169075,22055.13,1.03
1678,2678,Customer Support,119300,7939.32,1.28
1679,2679,Operations,32560,3191.18,1.05
1680,2680,Sales,35306,4255.13,1.12
1681,2681,HR,83693,14077.02,0.72
1682,2682,Sales,36450,2401.03,0.98
1683,2683,Operations,49410,9107.48,1.01
1684,2684,Operations,66812,11988.35,0.84
1685,2685,Operations,56276,6901.14,1.02
1686,2686,HR,37083,5897.51,0.84
1687,2687,Operations,32386,4232.4,0.78
1688,2688,Compliance,70473,12236.18,0.75
1689,2689,HR,110882,8853.62,1.25
1690,2690,Sales,88792,8312.17,0.71
1691,2691,HR,40525,3691.09,0.95
1692,2692,Compliance,83575,5247.79,0.93
1693,2693,HR,114831,19439.98,0.88
1694,2694,Compliance,72076,6759.3,1.08
1695,2695,HR,32144,4334.89,1.26
1696,2696,Sales,199329,30959.41,1.21
1697,2697,Sales,62565,11926.66,0.95
1698,2698,Sales,68855,4255.59,1.28
1699,2699,Finance,31587,5984.59,0.76
1700,2700,Finance,171009,20951.5,0.84
1701,2701,Customer Support,122008,17903.79,0.9
1702,2702,Sales,39922,4627.02,0.98
1703,2703,HR,105662,13215.45,0.8
1704,2704,HR,32679,3917.89,0.77
1705,2705,Customer Support,172495,27275.59,1.07
1706,2706,Technology,132376,10788.07,1.17
1707,2707,Compliance,98953,11625.42,0.78
1708,2708,Technology,51364,6479.33,0.85
1709,2709,Operations,37321,6567.35,0.74
1710,2710,Customer Support,30277,3086.15,0.8
1711,2711,HR,32826,5373.0,1.29
1712,2712,Customer Support,31539,2293.95,0.86
1713,2713,Sales,53632,7520.32,0.86
1714,2714,Finance,27909,5296.02,0.97
1715,2715,Sales,138120,7935.32,1.05
1716,2716,HR,73375,4803.2,0.88
1717,2717,Customer Support,28706,3422.9,1.29
1718,2718,Technology,87884,14099.09,1.27
1719,2719,Operations,81518,8674.69,1.12
1720,2720,Finance,143416,21160.47,0.81
1721,2721,Technology,39272,3882.98,0.98
1722,2722,Operations,70772,11676.71,1.24
1723,2723,Finance,34803,4826.81,1.17
1724,2724,Finance,101437,11083.6,1.04
1725,2725,Sales,171886,28065.34,1.05
1726,2726,Compliance,43477,6285.09,1.16
1727,2727,Finance,25036,2916.32,0.89
1728,2728,HR,84442,8642.03,0.77
1729,2729,Technology,35030,3460.94,1.01
1730,2730,Finance,171758,28534.7,1.05
1731,2731,Operations,130149,23991.51,0.74
1732,2732,HR,92506,10452.56,1.23
1733,2733,Operations,30281,1782.6,1.3
1734,2734,Technology,27151,3839.39,1.27
1735,2735,Operations,79653,14056.79,0.82
1736,2736,Technology,154591,21174.52,0.73
1737,2737,HR,114262,22283.25,0.72
1738,2738,HR,107171,16598.74,1.15
1739,2739,HR,160801,17660.78,1.01
1740,2740,Customer Support,63336,11189.6,1.07
1741,2741,Operations,49116,3633.39,1.05
1742,2742,Operations,128206,10109.01,1.06
1743,2743,Sales,62266,12065.38,0.99
1744,2744,Compliance,60338,4489.25,0.95
1745,2745,Finance,49550,7884.41,1.23
1746,2746,Finance,175887,34517.36,0.83
1747,2747,Compliance,99444,11008.64,0.85
1748,2748,Compliance,175855,28574.03,1.2
1749,2749,Sales,62791,5333.62,1.0
1750,2750,Sales,65143,4928.53,0.78
1751,2751,Customer Support,166022,33077.94,1.18
1752,2752,Customer Support,90831,7201.65,1.23
1753,2753,Customer Support,47880,5741.34,1.07
1754,2754,Operations,182931,19197.67,0.74
1755,2755,Sales,53906,6996.36,0.95
1756,2756,Operations,96262,13287.84,0.77
1757,2757,Operations,96484,9951.57,1.06
1758,2758,Compliance,107617,5541.7,1.09
1759,2759,HR,57115,6311.96,1.06
1760,2760,Sales,133732,7312.56,1.19
1761,2761,Customer Support,27912,2199.1,0.89
1762,2762,Technology,37033,3306.88,1.13
1763,2763,Compliance,34524,4454.74,0.96
1764,2764,HR,144118,7319.04,0.98
1765,2765,Operations,27411,2086.73,1.11
1766,2766,HR,65124,6212.96,1.09
1767,2767,HR,84411,11429.09,0.93
1768,2768,Sales,154637,19188.64,1.21
1769,2769,Sales,69649,12751.56,1.28
1770,2770,Sales,119346,8515.43,1.29
1771,2771,Finance,34375,6081.84,0.74
1772,2772,HR,52807,3354.87,1.06
1773,2773,Customer Support,175279,10416.26,0.84
1774,2774,Finance,167581,9136.49,0.94
1775,2775,HR,176293,23920.83,0.75
1776,2776,Customer Support,66252,4673.73,0.74
1777,2777,Compliance,39726,3200.87,0.97
1778,2778,Sales,98411,7692.49,1.28
1779,2779,Customer Support,181626,19063.63,0.93
1780,2780,Customer Support,63343,11993.68,0.88
1781,2781,Compliance,113807,13085.44,1.11
1782,2782,HR,26185,1483.43,0.81
1783,2783,HR,35964,5076.0,0.77
1784,2784,Operations,33003,3193.28,1.1
1785,2785,Compliance,61759,4522.33,0.87
1786,2786,HR,149120,14207.45,0.82
1787,2787,Technology,75360,9019.07,0.82
1788,2788,Finance,43069,2229.28,1.09
1789,2789,Operations,40728,2876.53,1.26
1790,2790,Technology,50412,7799.2,0.82
1791,2791,Compliance,79533,7526.26,1.06
1792,2792,Operations,106464,16362.2,1.24
1793,2793,Sales,71200,12713.57,1.18
1794,2794,Sales,41251,6463.66,0.82
1795,2795,HR,59458,7721.64,0.94
1796,2796,Operations,39804,2908.42,0.8
1797,2797,Customer Support,43404,6323.51,1.22
1798,2798,Compliance,35205,6498.93,0.9
1799,2799,HR,120303,8070.88,0.79
1800,2800,Compliance,32884,4727.24,0.91
1801,2801,Compliance,38531,6346.91,1.27
1802,2802,Customer Support,153572,9819.75,0.79
1803,2803,Operations,152073,8204.92,0.96
1804,2804,Customer Support,52404,3894.5,1.03
1805,2805,Finance,73642,13605.51,0.71
1806,2806,HR,49861,3836.59,0.87
1807,2807,HR,84326,4629.51,1.11
1808,2808,Finance,26910,3296.01,0.96
1809,2809,Sales,133809,14207.87,0.83
1810,2810,Compliance,122175,21696.91,1.13
1811,2811,Operations,51595,5789.65,1.15
1812,2812,Technology,31315,2853.25,1.2
1813,2813,HR,25864,2981.67,0.76
1814,2814,Finance,66539,8946.37,1.04
1815,2815,Technology,51511,5854.56,1.16
1816,2816,HR,42830,6518.57,1.26
1817,2817,HR,179826,14841.32,1.19
1818,2818,HR,138202,14323.54,1.29
1819,2819,Finance,91410,8133.94,0.96
1820,2820,Finance,187270,34560.63,0.84
1821,2821,Operations,32855,2857.99,1.2
1822,2822,HR,41129,7968.32,0.84
1823,2823,Compliance,127240,19627.8,0.87
1824,2824,Customer Support,34219,1886.84,1.11
1825,2825,HR,89152,14351.5,0.97
1826,2826,Finance,36974,7135.38,0.93
1827,2827,Compliance,99979,14305.48,0.99
1828,2828,Customer Support,53422,8539.32,1.14
1829,2829,Operations,33904,4766.3,1.2
1830,2830,HR,130525,19181.22,0.77
1831,2831,Technology,78383,9906.17,1.17
1832,2832,Finance,29669,2945.0,0.96
1833,2833,Customer Support,32079,2182.4,1.04
1834,2834,Sales,65301,8246.66,1.13
1835,2835,Operations,125198,12971.29,1.22
1836,2836,Compliance,51874,8563.47,0.94
1837,2837,Compliance,49980,7946.46,1.26
1838,2838,Sales,129431,11057.42,1.03
1839,2839,Customer Support,163224,20435.98,0.84
1840,2840,Sales,64797,5073.3,0.85
1841,2841,Compliance,94220,5773.4,1.05
1842,2842,Compliance,40664,6496.89,1.29
1843,2843,Finance,39302,6791.89,1.03
1844,2844,HR,55388,2811.33,0.71
1845,2845,HR,32155,2267.38,0.94
1846,2846,HR,64477,4135.86,1.14
1847,2847,Finance,30009,5003.35,0.86
1848,2848,Sales,73188,10068.91,0.9
1849,2849,Operations,166826,9849.21,1.09
1850,2850,Sales,182624,27256.52,1.26
1851,2851,Sales,138473,15452.44,0.96
1852,2852,HR,41676,8022.8,0.89
1853,2853,Finance,175414,22790.54,0.87
1854,2854,Technology,54943,9766.19,1.27
1855,2855,Technology,76060,6448.08,0.97
1856,2856,Sales,121735,17563.92,0.77
1857,2857,Customer Support,46013,7346.38,0.81
1858,2858,Finance,134782,25798.06,1.13
1859,2859,Customer Support,49473,4476.52,0.94
1860,2860,HR,51859,4733.19,1.15
1861,2861,Compliance,28982,5300.19,0.81
1862,2862,Finance,81793,5625.71,0.84
1863,2863,Customer Support,98344,7737.38,0.95
1864,2864,Sales,132749,22439.22,0.74
1865,2865,Operations,98301,9194.12,0.83
1866,2866,Finance,57506,7314.0,0.76
1867,2867,Operations,31439,1848.08,0.93
1868,2868,HR,134542,11331.73,0.79
1869,2869,Customer Support,100003,13162.07,0.8
1870,2870,Compliance,34774,3917.48,1.26
1871,2871,Customer Support,36044,4307.39,0.78
1872,2872,Customer Support,28231,2780.9,0.9
1873,2873,Compliance,51704,3627.51,1.29
1874,2874,Customer Support,45018,4149.73,1.15
1875,2875,HR,25037,1502.32,0.72
1876,2876,Compliance,41444,6202.23,1.3
1877,2877,Customer Support,60596,8935.4,1.12
1878,2878,Sales,37396,1972.59,1.18
1879,2879,HR,80493,5188.81,1.13
1880,2880,Compliance,41232,3326.05,1.04
1881,2881,Sales,160883,19124.96,1.15
1882,2882,Customer Support,198259,12098.49,0.95
1883,2883,Customer Support,89121,5061.57,1.03
1884,2884,Operations,159871,11168.74,0.92
1885,2885,Sales,185849,10601.61,0.84
1886,2886,Technology,109175,5672.5,0.93
1887,2887,Compliance,39951,7098.72,0.74
1888,2888,Compliance,52274,9405.56,1.24
1889,2889,HR,119102,17450.76,0.98
1890,2890,Technology,72778,8518.66,1.15
1891,2891,Customer Support,70729,6641.12,1.2
1892,2892,Operations,152374,27333.15,1.02
1893,2893,Operations,37379,4083.1,0.99
1894,2894,Sales,36299,4749.09,1.05
1895,2895,Finance,48094,4103.61,1.26
1896,2896,Compliance,34027,5222.28,0.9
1897,2897,Sales,100532,6177.55,0.84
1898,2898,Sales,111024,7119.96,0.93
1899,2899,Compliance,94286,16784.19,1.29
1900,2900,Technology,34086,4407.18,1.27
1901,2901,Customer Support,76664,8848.16,1.06
1902,2902,Operations,97621,10322.28,1.2
1903,2903,Finance,142455,28180.17,0.88
1904,2904,HR,103066,17458.57,1.15
1905,2905,Sales,64583,10343.96,0.76
1906,2906,Compliance,55897,10917.93,1.13
1907,2907,Technology,32653,4119.65,0.83
1908,2908,Technology,100206,19860.65,1.23
1909,2909,HR,44848,3531.47,0.73
1910,2910,Technology,49006,7459.2,0.73
1911,2911,Operations,110346,15014.82,1.2
1912,2912,Sales,39934,3477.82,1.21
1913,2913,Sales,40223,3162.44,0.76
1914,2914,Technology,116463,20092.82,1.0
1915,2915,Customer Support,138069,26660.23,1.06
1916,2916,Operations,51668,7642.22,0.78
1917,2917,HR,74854,10658.75,0.77
1918,2918,Finance,191987,10382.47,1.16
1919,2919,Finance,48240,3528.77,1.08
1920,2920,Sales,140525,13874.08,0.96
1921,2921,Sales,123303,20356.71,1.11
